Id;PublicationDate;Title;Name;NormalizedName;WebUrl
8331;2017-11-19;The story of Malcolm Young who formed AC/DC with his younger brother;Malcolm Young;Malcolm Young;https://www.independent.co.uk/news/obituaries/malcolm-young-acdc-dead-acdc-cause-age-64-brother-angus-obituary-guitar-band-musician-a8062846.html
8332;2017-11-21;Edward S Herman: Media critic who held the press to account;Edward S Herman;Edward S Herman;https://www.independent.co.uk/news/obituaries/edward-s-herman-scholar-whose-radical-critiques-of-us-media-unpacked-the-fake-news-caricatured-by-trump-a8067131.html
8333;2017-11-23;Bobi Jones: Welsh language scholar and nationalist ;Bobi Jones;Bobi Jones;https://www.independent.co.uk/news/obituaries/bobi-jones-scholar-of-welsh-whose-english-mother-tongue-became-a-foreign-language-plaid-cymru-a8071726.html
8334;2017-11-28;Joy Lofthouse: Second World War pilot who flew Spitfires and Hurricanes;Joy Lofthouse;Joy Lofthouse;https://www.independent.co.uk/news/obituaries/joy-lofthouse-second-world-war-pilot-who-flew-spitfires-and-hurricanes-a8077966.html
8335;2017-11-29;Wayne Cochran: American soul singer known for his big voice;Wayne Cochran;Wayne Cochran;https://www.independent.co.uk/news/obituaries/wayne-cochran-american-soul-singer-known-for-his-big-voice-a8079936.html
8336;2017-11-30;Luis Bacalov: Oscar-winning composer of Il Postino;Luis Bacalov;Luis Bacalov;https://www.independent.co.uk/news/obituaries/luis-bacalov-dead-film-composer-il-postino-oscar-winner-quentin-tarantino-remembered-a8084636.html
8337;2017-12-03;Lord Steyn: Judge who opposed Iraq war and Guantanamo;Lord Steyn;Lord Steyn;https://www.independent.co.uk/news/obituaries/obituary-lord-steyn-died-judge-who-opposed-iraq-war-and-guantanamo-blair-bush-a8089426.html
8338;2017-12-04;Steve Connor: Major domo for the The Independent’s coverage of science;Steve Connor;Steve Connor;https://www.independent.co.uk/news/obituaries/steve-connor-journalist-the-independent-science-editor-bio-profile-death-a8090401.html
8339;2017-12-05;Ali Abdullah Saleh: Murdered former President of Yemen ;Ali Abdullah Saleh;Ali Abdullah Saleh;https://www.independent.co.uk/news/obituaries/zoegalloway-12-45-pm-ali-abdullah-saleh-yemen-rebel-leader-former-president-killed-death-saudi-arabia-civil-war-a8092876.html
8340;2017-12-06;Michael I of Romania: The king who was forced to abdicate;Michael I of Romania;Michael I of Romania;https://www.independent.co.uk/news/obituaries/michael-i-of-romania-king-died-obituary-second-world-war-a8093646.html
8341;2017-12-07;Shadia: Egyptian screen legend and singer;Shadia;Shadia;https://www.independent.co.uk/news/obituaries/shadia-singer-actress-egypt-cinema-films-songs-bio-profile-death-ya-habibti-ya-masr-a8089911.html
8342;2017-12-10;Christine Keeler obituary: The model whose Profumo affair helped bring down the Government;Christine Keeler;Christine Keeler;https://www.independent.co.uk/news/obituaries/christine-keeler-death-obituary-profumo-affair-model-life-career-a8094186.html
8343;2017-12-12;Bette Hill: Driving force behind F1 champions Graham Hill and Damon Hill ;Bette Hill;Bette Hill;https://www.independent.co.uk/news/obituaries/bette-hill-dead-f1-graham-wife-damon-champion-drivers-mother-london-a8105686.html
8344;2017-12-14;Madge Meredith: Would-be Hollywood star jailed for kidnapping a producer;Madge Meredith;Madge Meredith;https://www.independent.co.uk/news/obituaries/madge-meredith-wouldbe-hollywood-star-jailed-for-kidnapping-producer-hawaii-a8106746.html
8345;2017-12-17;Marina Popovich: Soviet pilot who set more than 100 aviation records;Marina Popovich;Marina Popovich;https://www.independent.co.uk/news/obituaries/marina-popovich-soviet-pilot-russia-aviation-ufos-died-madam-mig-putin-ussr-a8113236.html
8346;2017-12-18;Patricia Llewellyn: TV producer behind 'Two Fat Ladies';Patricia Llewellyn;Patricia Llewellyn;https://www.independent.co.uk/news/obituaries/patricia-llewellyn-tv-producer-death-dead-jamie-oliver-gordon-ramsay-two-fat-ladies-bio-profile-a8116491.html
8347;2017-12-20;Kazimierz Piechowski: Auschwitz escapee who posed as an SS guard;Kazimierz Piechowski;Kazimierz Piechowski;https://www.independent.co.uk/news/obituaries/kazimierz-piechowski-auschwitz-escape-survivor-ss-guard-steal-commandant-car-poland-nazi-holocaust-a8117071.html
8348;2017-12-22;Simeon Booker: Journalist who exposed segregation in America;Simeon Booker;Simeon Booker;https://www.independent.co.uk/news/obituaries/simeon-booker-journalist-jim-crow-emmett-till-segregation-a8123151.html
8349;2017-12-22;Jack Hayward: Political scientist known for his scholarship on France;Jack Hayward;Jack Hayward;https://www.independent.co.uk/news/obituaries/jack-hayward-died-obituary-france-chevalier-de-la-legion-d-honneur-political-studies-association-a8103726.html
8350;2017-12-26;Johnny Fox: American magician and sword-swallower;Johnny Fox;Johnny Fox;https://www.independent.co.uk/news/obituaries/johnny-fox-american-magician-swordswallower-a8129101.html
8351;2017-12-26;Heather Heyer: Civil rights activist killed in Charlottesville car attack;Heather Heyer;Heather Heyer;https://www.independent.co.uk/news/obituaries/heather-heyer-charlottesville-anti-fascist-white-supremacists-killed-american-values-antifa-protest-a8124376.html
8352;2017-12-29;Clifford Irving: Author whose literary hoax fooled America;Clifford Irving;Clifford Irving;https://www.independent.co.uk/news/obituaries/clifford-irving-dead-died-author-literary-hoax-howard-hughes-a8132121.html
8353;2017-12-31;Keturah Kamugasa: Fashion journalist who blazed trail for women in Uganda;Keturah Kamugasa;Keturah Kamugasa;https://www.independent.co.uk/news/obituaries/keturah-kamugasa-died-dead-fashion-journalist-uganda-kampala-new-vision-flair-a8133711.html
8354;2018-01-03;Mamie ‘Peanut’ Johnson: First female pitcher in US’s black baseball leagues;Mamie ‘Peanut’ Johnson;Mamie ‘Peanut’ Johnson;https://www.independent.co.uk/news/obituaries/mamie-johnson-peanut-pitcher-first-female-baseball-negro-leagues-south-carolina-indianapolis-clowns-a8138626.html
8355;2018-01-04;Erica Garner: US civil rights activist whose father was killed by police chokehold;Erica Garner;Erica Garner;https://www.independent.co.uk/news/obituaries/erica-garner-us-civil-rights-police-chokehold-death-black-lives-matter-nypd-new-york-racism-staten-island-a8141921.html
8356;2018-01-10;Rose Marie: 'Dick Van Dyke Show' star who counted Al Capone as a fan;Rose Marie;Rose Marie;https://www.independent.co.uk/news/obituaries/rose-marie-dick-van-dyke-show-actress-comedy-films-wait-for-your-laugh-al-capone-a8149606.html
8357;2018-01-12;Lil Peep: SoundCloud rap pioneer who fell victim to drug use;Lil Peep;Lil Peep;https://www.independent.co.uk/news/obituaries/lil-peep-dead-rap-drug-overdose-soundcloud-fentanyl-youth-drugs-opioid-crisis-xanax-a8129951.html
8358;2018-01-12;Aharon Appelfeld: Israel’s foremost novelist of the Holocaust;Aharon Appelfeld;Aharon Appelfeld;https://www.independent.co.uk/news/obituaries/aharon-appelfeld-israel-novelist-philip-roth-holocaust-writing-nazis-germany-jewish-experience-blooms-of-darkness-a8153516.html
8359;2018-01-14;Tommy Lawrence: Former goalkeeper who was a mainstay of Shankly’s side in the 1960s;Tommy Lawrence;Tommy Lawrence;https://www.independent.co.uk/news/obituaries/tommy-lawrence-football-player-died-liverpool-a8158026.html
8360;2018-01-17;Thomas S Monson: President of the Mormon Church and ‘prophet’ to its followers;Thomas S Monson;Thomas S Monson;https://www.independent.co.uk/news/obituaries/thomas-s-monson-mormon-church-president-samesex-marriage-california-jacinda-ardern-a8161976.html
8361;2018-01-28;Bella Emberg: Actress who became a comedy hero thanks to Blunder Woman;Bella Emberg;Bella Emberg;https://www.independent.co.uk/news/obituaries/bella-emberg-blunder-woman-russ-abbott-benny-hill-a8172861.html
8362;2018-01-29;Peggy Cummins: actress who starred in film noir classic 'Gun Crazy';Peggy Cummins;Peggy Cummins;https://www.independent.co.uk/news/obituaries/peggy-cummins-died-actress-hollywood-studio-system-film-noir-movie-gun-crazy-a8183606.html
8363;2018-01-31;Ingvar Kamprad: Founder of Ikea who struggled to shake off Nazi skeletons in the cupboard;Ingvar Kamprad;Ingvar Kamprad;https://www.independent.co.uk/news/obituaries/ingvar-kamprad-ikea-founder-nazi-connections-sweden-flatpack-furniture-history-collaboration-a8185241.html
8364;2018-02-02;Nicanor Parra: Chilean physicist and father of ‘anti-poetry’;Nicanor Parra;Nicanor Parra;https://www.independent.co.uk/news/obituaries/nicanor-parra-dead-chilean-scientist-poet-author-latin-america-literature-profile-death-dies-a8184186.html
8365;2018-02-04;Hugh Masekela: Legendary South African musician and anti-apartheid activist;Hugh Masekela;Hugh Masekela;https://www.independent.co.uk/news/obituaries/hugh-masekela-died-dead-south-african-musician-apartheid-paul-simon-graceland-a8185141.html
8366;2018-02-05;Peter Mayle: Author of ‘A Year in Provence’;Peter Mayle;Peter Mayle;https://www.independent.co.uk/news/obituaries/peter-mayle-died-author-a-year-in-provence-south-of-france-a8183916.html
8367;2018-02-05;Rick Jolly: Royal Navy surgeon who tended to British and Argentine troops during the Falklands War;Rick Jolly;Rick Jolly;https://www.independent.co.uk/news/obituaries/rick-jolly-royal-navy-falklands-war-argentina-port-stanley-doctor-for-friend-and-foe-a8184091.html
8368;2018-02-08;Claribel Alegria: Central American poet of the Spanish language who gave voice to struggles in Nicaragua and El Salvador;Claribel Alegria;Claribel Alegria;https://www.independent.co.uk/news/obituaries/claribel-alegria-dead-death-dies-central-america-poet-nicaragua-el-salvador-voice-profile-bio-a8200401.html
8369;2018-02-12;Jimmy Armfield, footballer: England captain and Blackpool star who later shone as a pundit;Jimmy Armfield;Jimmy Armfield;https://www.independent.co.uk/news/obituaries/jimmy-armfield-england-captain-blackpool-football-radio-5-live-pundit-1966-world-cup-bolton-leeds-manager-a8206286.html
8370;2018-02-14;Beulah Bewley: Doctor who fought for women in the medical profession;Beulah Bewley;Beulah Bewley;https://www.independent.co.uk/news/obituaries/beulah-bewley-public-health-professional-who-fought-a8206546.html
8371;2018-02-18;Anne Treisman, obituary: Psychologist who changed views of perception;Anne Treisman;Anne Treisman;https://www.independent.co.uk/news/obituaries/anne-treisman-died-psychologist-groundbreaking-research-perception-mind-eyes-a8213586.html
8372;2018-02-18;Ebony Reigns, obituary: Ghanaian singer who became a dancehall star before her untimely death;Ebony Reigns;Ebony Reigns;https://www.independent.co.uk/news/obituaries/ebony-reigns-died-ghanian-singer-dancehall-singer-a8215311.html
8373;2018-03-04;Sir Roger Bannister, obituary: Middle-distance runner who achieved the first four-minute mile;Sir Roger Bannister;Roger Bannister;https://www.independent.co.uk/news/obituaries/sir-roger-bannister-obituary-four-minute-mile-athletics-academic-neurology-nervous-system-a8239301.html
8374;2018-03-05;Mowzey Radio: Ugandan Afrobeat star who never forgot his roots;Mowzey Radio;Mowzey Radio;https://www.independent.co.uk/news/obituaries/mowzey-radio-ugandan-afrobeat-singer-died-dead-weasel-neera-a8227606.html
8375;2018-03-05;Remembering Lewis Gilbert, director behind Bond and Shirley Valentine;Lewis Gilbert;Lewis Gilbert;https://www.independent.co.uk/news/obituaries/lewis-gilbert-dead-death-dies-bond-director-alfie-education-rita-profile-a8240366.html
8376;2018-03-06;Barbara Alston remembered, singer with Sixties girl group The Crystals;Barbara Alston;Barbara Alston;https://www.independent.co.uk/news/obituaries/barbara-alston-died-dead-singer-sixties-girl-group-the-crystals-he-kissed-me-a8240886.html
8377;2018-03-12;The wind-up radio inventor who took sustainable design seriously;Trevor Baylis;Trevor Baylis;https://www.independent.co.uk/news/obituaries/trevor-baylis-windup-radio-inventor-sustainable-design-dead-orange-aids-baygen-a8245501.html
8378;2018-03-13;Remembering Hubert de Givenchy: the French fashion designer who inspired Audrey Hepburn and Jackie Kennedy;Hubert de Givenchy;Hubert de Givenchy;https://www.independent.co.uk/news/obituaries/hubert-de-givenchy-dead-died-couturier-audrey-elegance-hepburn-dior-a8252191.html
8379;2018-03-15;Remembering Vanessa Goodwin, the Australian politician who helped overturn convictions for consensual gay sex in Tasmania;Vanessa Goodwin;Vanessa Goodwin;https://www.independent.co.uk/news/obituaries/vanessa-goodwin-dead-died-australian-politician-tasmania-gay-sex-sydney-mardi-gras-a8257381.html
8380;2018-03-16;Remembering Stephen Hawking, the physicist who was light years ahead of the Nobel prize;Stephen Hawking;Stephen Hawking;https://www.independent.co.uk/news/obituaries/stephen-hawking-dead-latest-physics-cambridge-brief-history-time-black-holes-age-76-a8258061.html
8381;2018-03-18;Eddy Amoo: The Real Thing singer who helped to put Liverpool back on the musical map;Eddy Amoo;Eddy Amoo;https://www.independent.co.uk/news/obituaries/eddy-amoo-singer-obituary-real-thing-liverpool-music-children-of-the-ghetto-a8258151.html
8382;2018-03-19;How Craig Mack helped secure Bad Boy Records' place in hip-hop history;Craig Mack;Craig Mack;https://www.independent.co.uk/news/obituaries/craig-mack-dead-died-new-york-hip-hop-rapper-bad-boy-records-sean-combs-puff-dad-notorious-b-i-g-a8263131.html
8383;2018-03-26;Remembering Lys Assia, the first winner of the Eurovision Song Contest;Lys Assia;Lys Assia;https://www.independent.co.uk/news/obituaries/lys-assia-died-dead-eurovision-song-contest-switzerland-l-enfant-que-j-etais-a8274156.html
8384;2018-03-27;From selling second-hand bikes as a child to being a billionaire: the life of Toys R Us founder Charles Lazarus;Charles Lazarus;Charles Lazarus;https://www.independent.co.uk/news/obituaries/charles-lazarus-dies-founder-toys-r-us-retail-a8274371.html
8385;2018-03-30;Remembering Robert Grossman, illustrator and cartoonist behind poster for Airplane!;Robert Grossman;Robert Grossman;https://www.independent.co.uk/news/obituaries/robert-grossman-died-death-airbrush-illustrator-cartoonist-airplane-twump-and-pooty-a8281421.html
8386;2018-03-30;Linda Brown: Civil rights icon who brought an end to racial segregation in US schools;Linda Brown;Linda Brown;https://www.independent.co.uk/news/obituaries/linda-brown-dies-who-was-she-segregation-schools-civil-rights-black-american-history-a8277636.html
8387;2018-03-30;Remembering Bill Maynard, comedian turned actor who played Greengrass in ‘Heartbeat’ and appeared in Carry On films;Bill Maynard;Bill Maynard;https://www.independent.co.uk/news/obituaries/bill-maynard-died-dead-played-greengrass-tv-drama-carry-on-actor-hearbeat-a8281696.html
8388;2018-04-02;The life of anti-apartheid activist Winnie Madikizela-Mandela;Winnie Madikizela-Mandela;Winnie Madikizela-Mandela;https://www.independent.co.uk/news/obituaries/winnie-madikizela-mandela-dead-south-africa-apartheid-nelson-mandela-wife-age-a8285321.html
8389;2018-04-04;A sprinkle of Zena Skinner, popular TV chef of the Sixties and Seventies;Zena Skinner;Zena Skinner;https://www.independent.co.uk/news/obituaries/zena-skinner-tv-chef-recipes-bbc-british-cookery-writer-sixties-seventies-a8288271.html
8390;2018-04-05;Ray Wilkins: International footballer who was handed the Chelsea captaincy at 18;Ray Wilkins;Ray Wilkins;https://www.independent.co.uk/news/obituaries/ray-wilkins-chelsea-england-captain-died-age-61-obituary-a8289996.html
8391;2018-04-06;Pulitzer prize-winning journalist who put America’s ‘Newsday’ on the map;Les Payne;Les Payne;https://www.independent.co.uk/news/obituaries/les-payne-newsday-editor-african-american-civil-rights-racial-injustice-pulitzer-prize-a8290551.html
8392;2018-04-12;Remembering Jim Bowen, standup comedian and presenter of 1980s TV show Bullseye;Jim Bowen;Jim Bowen;https://www.independent.co.uk/news/obituaries/jim-bowen-died-dead-stand-up-comedian-and-presenter-of-1980s-tv-show-bullseye-a8296056.html
