Id;PublicationDate;Title;Name;NormalizedName;WebUrl
3087;1999-04-20;Obituary: SKIP SPENCE;SKIP SPENCE;SKIP SPENCE;https://www.independent.co.uk/arts-entertainment/obituary-skip-spence-1088411.html
3088;1999-04-21;Obituary: Lord Cayzer;Lord Cayzer;Lord Cayzer;https://www.independent.co.uk/arts-entertainment/obituary-lord-cayzer-1088593.html
3089;1999-04-21;Obituary: Willi Stoph;Willi Stoph;Willi Stoph;https://www.independent.co.uk/arts-entertainment/obituary-willi-stoph-1088591.html
3090;1999-04-21;Obituary: Dame Kathleen Raven;Dame Kathleen Raven;Kathleen Raven;https://www.independent.co.uk/arts-entertainment/obituary-dame-kathleen-raven-1088602.html
3091;1999-04-21;Obituary: Lt-Col Raymond Durie of Durie;Lt-Col Raymond Durie of Durie;Raymond Durie of Durie;https://www.independent.co.uk/arts-entertainment/obituary-ltcol-raymond-durie-of-durie-1088592.html
3092;1999-04-22;Obituary: Paul Kelleway;Paul Kelleway;Paul Kelleway;https://www.independent.co.uk/arts-entertainment/obituary-paul-kelleway-1088786.html
3093;1999-04-22;Obituary: Raghubir Singh;Raghubir Singh;Raghubir Singh;https://www.independent.co.uk/arts-entertainment/obituary-raghubir-singh-1088784.html
3094;1999-04-23;Obituary: Liz Tilberis;Liz Tilberis;Liz Tilberis;https://www.independent.co.uk/arts-entertainment/obituary-liz-tilberis-1088961.html
3095;1999-04-24;Obituary: Lord Stott;Lord Stott;Lord Stott;https://www.independent.co.uk/arts-entertainment/obituary-lord-stott-1089160.html
3096;1999-04-24;Obituary: Regina Gillinson-Schein;Regina Gillinson-Schein;Regina Gillinson-Schein;https://www.independent.co.uk/arts-entertainment/obituary-regina-gillinsonschein-1089157.html
3097;1999-04-26;Obituary: Thakazhi Sivasankara Pillai;Thakazhi Sivasankara Pillai;Thakazhi Sivasankara Pillai;https://www.independent.co.uk/arts-entertainment/obituary-thakazhi-sivasankara-pillai-1089714.html
3098;1999-04-27;Obituary: Bob Irving;Bob Irving;Bob Irving;https://www.independent.co.uk/arts-entertainment/obituary-bob-irving-1089884.html
3099;1999-04-28;Obituary: Lord Killanin;Lord Killanin;Lord Killanin;https://www.independent.co.uk/arts-entertainment/obituary-lord-killanin-1090066.html
3100;1999-04-28;Obituary: Peter Gosztonyi;Peter Gosztonyi;Peter Gosztonyi;https://www.independent.co.uk/arts-entertainment/obituary-peter-gosztonyi-1090068.html
3101;1999-04-28;Obituary: Sir James Cobban;Sir James Cobban;James Cobban;https://www.independent.co.uk/arts-entertainment/obituary-sir-james-cobban-1090069.html
3102;1999-04-29;Obituary: Al Hirt;Al Hirt;Al Hirt;https://www.independent.co.uk/arts-entertainment/obituary-al-hirt-1090277.html
3103;1999-04-29;Obituary: Arthur Boyd;Arthur Boyd;Arthur Boyd;https://www.independent.co.uk/arts-entertainment/obituary-arthur-boyd-1090265.html
3104;1999-04-30;Obituary: Peregrine Fellowes;Peregrine Fellowes;Peregrine Fellowes;https://www.independent.co.uk/arts-entertainment/obituary-peregrine-fellowes-1090455.html
3105;1999-04-30;Obituary: Sir William McCrea;Sir William McCrea;William McCrea;https://www.independent.co.uk/arts-entertainment/obituary-sir-william-mccrea-1090453.html
3106;1999-05-01;Obituary: Jean Clark;Jean Clark;Jean Clark;https://www.independent.co.uk/arts-entertainment/obituary-jean-clark-1090651.html
3107;1999-05-01;Obituary: Elspeth March;Elspeth March;Elspeth March;https://www.independent.co.uk/arts-entertainment/obituary-elspeth-march-1090657.html
3108;1999-05-03;Obituary: Maria Stader;Maria Stader;Maria Stader;https://www.independent.co.uk/arts-entertainment/obituary-maria-stader-1091187.html
3109;1999-05-03;Obituary: Reg Seekings;Reg Seekings;Reg Seekings;https://www.independent.co.uk/arts-entertainment/obituary-reg-seekings-1091190.html
3110;1999-05-03;Obituary: Rory Calhoun;Rory Calhoun;Rory Calhoun;https://www.independent.co.uk/arts-entertainment/obituary-rory-calhoun-1091185.html
3111;1999-05-05;Obituary: Osmond Borradaile;Osmond Borradaile;Osmond Borradaile;https://www.independent.co.uk/arts-entertainment/obituary-osmond-borradaile-1091534.html
3112;1999-05-05;Obituary: Professor James Maraj;Professor James Maraj;James Maraj;https://www.independent.co.uk/arts-entertainment/obituary-professor-james-maraj-1091536.html
3113;1999-05-06;Obituary: Ronald Alley;Ronald Alley;Ronald Alley;https://www.independent.co.uk/arts-entertainment/obituary-ronald-alley-1091730.html
3114;1999-05-06;Obituary: Kemi Olusanya;Kemi Olusanya;Kemi Olusanya;https://www.independent.co.uk/arts-entertainment/obituary-kemi-olusanya-1091732.html
3115;1999-05-06;Obituary: Marc Barbezat;Marc Barbezat;Marc Barbezat;https://www.independent.co.uk/arts-entertainment/obituary-marc-barbezat-1091737.html
3116;1999-05-06;Obituary: Dame Gillian Brown;Dame Gillian Brown;Gillian Brown;https://www.independent.co.uk/arts-entertainment/obituary-dame-gillian-brown-1091731.html
3117;1999-05-06;Obituary: General Celso Torrelio;General Celso Torrelio;Celso Torrelio;https://www.independent.co.uk/arts-entertainment/obituary-general-celso-torrelio-1091733.html
3118;1999-05-07;Obituary: Bert Remsen;Bert Remsen;Bert Remsen;https://www.independent.co.uk/arts-entertainment/obituary-bert-remsen-1091928.html
3119;1999-05-07;Obituary: Ioan Bowen Rees;Ioan Bowen Rees;Ioan Bowen Rees;https://www.independent.co.uk/arts-entertainment/obituary-ioan-bowen-rees-1091929.html
3120;1999-05-08;Obituary: Desmond Hawkins;Desmond Hawkins;Desmond Hawkins;https://www.independent.co.uk/arts-entertainment/obituary-desmond-hawkins-1092138.html
3121;1999-05-08;Obituary: Sir Brinsley Ford;Sir Brinsley Ford;Brinsley Ford;https://www.independent.co.uk/arts-entertainment/obituary-sir-brinsley-ford-1092134.html
3122;1999-05-11;Obituary: Edgar Fleet;Edgar Fleet;Edgar Fleet;https://www.independent.co.uk/arts-entertainment/obituary-edgar-fleet-1092866.html
3123;1999-05-11;Obituary: Derek Fatchett;Derek Fatchett;Derek Fatchett;https://www.independent.co.uk/arts-entertainment/obituary-derek-fatchett-1092862.html
3124;1999-05-11;Obituary: Major John Howard;Major John Howard;John Howard;https://www.independent.co.uk/arts-entertainment/obituary-major-john-howard-1092864.html
3125;1999-05-11;Obituary: John Brandon-Jones;John Brandon-Jones;John Brandon-Jones;https://www.independent.co.uk/arts-entertainment/obituary-john-brandonjones-1092863.html
3126;1999-05-12;Obituary: Faith Domergue;Faith Domergue;Faith Domergue;https://www.independent.co.uk/arts-entertainment/obituary-faith-domergue-1093049.html
3127;1999-05-13;Obituary: Sir Edward Abraham;Sir Edward Abraham;Edward Abraham;https://www.independent.co.uk/arts-entertainment/obituary-sir-edward-abraham-1093226.html
3128;1999-05-13;Obituary: Domenico Chiocchetti;Domenico Chiocchetti;Domenico Chiocchetti;https://www.independent.co.uk/arts-entertainment/obituary-domenico-chiocchetti-1093227.html
3129;1999-05-14;Obituary: Adam Raphael;Adam Raphael;Adam Raphael;https://www.independent.co.uk/arts-entertainment/obituary-adam-raphael-1093398.html
3130;1999-05-14;Obituary: Birdy Sweeney;Birdy Sweeney;Birdy Sweeney;https://www.independent.co.uk/arts-entertainment/obituary-birdy-sweeney-1093399.html
3131;1999-05-14;Obituary: Sheikh Abdul Aziz bin Baz;Sheikh Abdul Aziz bin Baz;Sheikh Abdul Aziz bin Baz;https://www.independent.co.uk/arts-entertainment/obituary-sheikh-abdul-aziz-bin-baz-1093400.html
3132;1999-05-15;Obituary: Sir John Latey;Sir John Latey;John Latey;https://www.independent.co.uk/arts-entertainment/obituary-sir-john-latey-1093614.html
3133;1999-05-17;Obituary: Tibor Kalman;Tibor Kalman;Tibor Kalman;https://www.independent.co.uk/arts-entertainment/obituary-tibor-kalman-1094136.html
3134;1999-05-18;Obituary: Adrian Borland;Adrian Borland;Adrian Borland;https://www.independent.co.uk/arts-entertainment/obituary-adrian-borland-1094299.html
3135;1999-05-18;Obituary: Saul Steinberg;Saul Steinberg;Saul Steinberg;https://www.independent.co.uk/arts-entertainment/obituary-saul-steinberg-1094296.html
3136;1999-05-18;Obituary: Countess Felicia Gizycka;Countess Felicia Gizycka;Felicia Gizycka;https://www.independent.co.uk/arts-entertainment/obituary-countess-felicia-gizycka-1094303.html
3137;1999-05-19;Obituary: Bobbe Brox;Bobbe Brox;Bobbe Brox;https://www.independent.co.uk/arts-entertainment/obituary-bobbe-brox-1094483.html
3138;1999-05-19;Obituary: Jean Eavis;Jean Eavis;Jean Eavis;https://www.independent.co.uk/arts-entertainment/obituary-jean-eavis-1094484.html
3139;1999-05-19;Obituary: Fehmi Agani;Fehmi Agani;Fehmi Agani;https://www.independent.co.uk/arts-entertainment/obituary-fehmi-agani-1094486.html
3140;1999-05-19;Obituary: The Right Rev Kenneth Riches;The Right Rev Kenneth Riches;Kenneth Riches;https://www.independent.co.uk/arts-entertainment/obituary-the-right-rev-kenneth-riches-1094494.html
3141;1999-05-20;Obituary: Brian Shawe-Taylor;Brian Shawe-Taylor;Brian Shawe-Taylor;https://www.independent.co.uk/arts-entertainment/obituary-brian-shawetaylor-1094675.html
3142;1999-05-24;Obituary: Sir Robert Rhodes James;Sir Robert Rhodes James;Robert Rhodes James;https://www.independent.co.uk/arts-entertainment/obituary-sir-robert-rhodes-james-1095584.html
3143;1999-05-25;Obituary: Alfredo Dias Gomes;Alfredo Dias Gomes;Alfredo Dias Gomes;https://www.independent.co.uk/arts-entertainment/obituary-alfredo-dias-gomes-1095746.html
3144;1999-05-26;Obituary: Freddy Randall;Freddy Randall;Freddy Randall;https://www.independent.co.uk/arts-entertainment/obituary-freddy-randall-1095956.html
3145;1999-05-26;Obituary: Sir Leo Pliatzky;Sir Leo Pliatzky;Leo Pliatzky;https://www.independent.co.uk/arts-entertainment/obituary-sir-leo-pliatzky-1095958.html
3146;1999-05-27;Obituary: Andrew Gray;Andrew Gray;Andrew Gray;https://www.independent.co.uk/arts-entertainment/obituary-andrew-gray-1096127.html
3147;1999-05-27;Obituary: John Broome;John Broome;John Broome;https://www.independent.co.uk/arts-entertainment/obituary-john-broome-1096133.html
3148;1999-05-28;Obituary: Loleh Bellon;Loleh Bellon;Loleh Bellon;https://www.independent.co.uk/arts-entertainment/obituary-loleh-bellon-1096316.html
3149;1999-05-28;Obituary: Baroness Batsheva de Rothschild;Baroness Batsheva de Rothschild;Baroness Batsheva de Rothschild;https://www.independent.co.uk/arts-entertainment/obituary-baroness-batsheva-de-rothschild-1096310.html
3150;1999-05-29;Obituary: Vanessa Brown;Vanessa Brown;Vanessa Brown;https://www.independent.co.uk/arts-entertainment/obituary-vanessa-brown-1096498.html
3151;1999-05-31;Obituary: Dudley Cave;Dudley Cave;Dudley Cave;https://www.independent.co.uk/arts-entertainment/obituary-dudley-cave-1097062.html
3152;1999-05-31;Obituary: Chan Canasta;Chan Canasta;Chan Canasta;https://www.independent.co.uk/arts-entertainment/obituary-chan-canasta-1097073.html
3153;1999-05-31;Obituary: Harry Dutfield;Harry Dutfield;Harry Dutfield;https://www.independent.co.uk/arts-entertainment/obituary-harry-dutfield-1097063.html
3154;1999-05-31;Obituary: Bruce Fairbairn;Bruce Fairbairn;Bruce Fairbairn;https://www.independent.co.uk/arts-entertainment/obituary-bruce-fairbairn-1097061.html
3155;1999-06-01;Obituary: Leon Barzin;Leon Barzin;Leon Barzin;https://www.independent.co.uk/arts-entertainment/obituary-leon-barzin-1097383.html
3156;1999-06-01;Obituary: Laura Wilson;Laura Wilson;Laura Wilson;https://www.independent.co.uk/arts-entertainment/obituary-laura-wilson-1097378.html
3157;1999-06-01;Obituary: Jan Zilliacus;Jan Zilliacus;Jan Zilliacus;https://www.independent.co.uk/arts-entertainment/obituary-jan-zilliacus-1097376.html
3158;1999-06-01;Obituary: Kenny Macintyre;Kenny Macintyre;Kenny Macintyre;https://www.independent.co.uk/arts-entertainment/obituary-kenny-macintyre-1097375.html
3159;1999-06-02;Obituary: Leon Thomas;Leon Thomas;Leon Thomas;https://www.independent.co.uk/arts-entertainment/obituary-leon-thomas-1097568.html
3160;1999-06-03;Obituary: Zach de Beer;Zach de Beer;Zach de Beer;https://www.independent.co.uk/arts-entertainment/obituary-zach-de-beer-1097732.html
3161;1999-06-03;Obituary: Terry Parsons;Terry Parsons;Terry Parsons;https://www.independent.co.uk/arts-entertainment/obituary-terry-parsons-1097725.html
3162;1999-06-03;Obituary: Hillary Brooke;Hillary Brooke;Hillary Brooke;https://www.independent.co.uk/arts-entertainment/obituary-hillary-brooke-1097723.html
3163;1999-06-03;Obituary: James Broughton;James Broughton;James Broughton;https://www.independent.co.uk/arts-entertainment/obituary-james-broughton-1097722.html
3164;1999-06-04;Obituary: Jim Rose;Jim Rose;Jim Rose;https://www.independent.co.uk/arts-entertainment/obituary-jim-rose-1097912.html
3165;1999-06-04;Obituary: John Minor Wisdom;John Minor Wisdom;John Minor Wisdom;https://www.independent.co.uk/arts-entertainment/obituary-john-minor-wisdom-1097913.html
3166;1999-06-04;Obituary: Norman Rossington;Norman Rossington;Norman Rossington;https://www.independent.co.uk/arts-entertainment/obituary-norman-rossington-1097918.html
3167;1999-06-05;Obituary: Eric Stanton;Eric Stanton;Eric Stanton;https://www.independent.co.uk/arts-entertainment/obituary-eric-stanton-1098149.html
3168;1999-06-05;Obituary: Kaii Higashiyama;Kaii Higashiyama;Kaii Higashiyama;https://www.independent.co.uk/arts-entertainment/obituary-kaii-higashiyama-1098159.html
3169;1999-06-05;Obituary: The Right Rev Joseph Gray;The Right Rev Joseph Gray;Joseph Gray;https://www.independent.co.uk/arts-entertainment/obituary-the-right-rev-joseph-gray-1098152.html
3170;1999-06-07;Obituary: Mel Torme;Mel Torme;Mel Torme;https://www.independent.co.uk/arts-entertainment/obituary-mel-torme-1098671.html
3171;1999-06-08;Obituary: Anne Haddy;Anne Haddy;Anne Haddy;https://www.independent.co.uk/arts-entertainment/obituary-anne-haddy-1098826.html
3172;1999-06-08;Obituary: Arthur Ellis;Arthur Ellis;Arthur Ellis;https://www.independent.co.uk/arts-entertainment/obituary-arthur-ellis-1098827.html
3173;1999-06-08;Obituary: Ernie Wilkins;Ernie Wilkins;Ernie Wilkins;https://www.independent.co.uk/arts-entertainment/obituary-ernie-wilkins-1098835.html
3174;1999-06-09;Obituary: Olivier Debre;Olivier Debre;Olivier Debre;https://www.independent.co.uk/arts-entertainment/obituary-olivier-debre-1099026.html
3175;1999-06-09;Obituary: Nancy, Lady Smiley;Nancy Smiley;Nancy Smiley;https://www.independent.co.uk/arts-entertainment/obituary-nancy-lady-smiley-1099015.html
3176;1999-06-11;Obituary: Lady June;Lady June;June;https://www.independent.co.uk/arts-entertainment/obituary-lady-june-1099325.html
3177;1999-06-11;Obituary: Christina Foyle;Christina Foyle;Christina Foyle;https://www.independent.co.uk/arts-entertainment/obituary-christina-foyle-1099323.html
3178;1999-06-11;Obituary: Patrick Trainer;Patrick Trainer;Patrick Trainer;https://www.independent.co.uk/arts-entertainment/obituary-patrick-trainer-1099331.html
3179;1999-06-14;Obituary: Richard Negri;Richard Negri;Richard Negri;https://www.independent.co.uk/arts-entertainment/obituary-richard-negri-1100059.html
3180;1999-06-14;Obituary: DeForest Kelley;DeForest Kelley;DeForest Kelley;https://www.independent.co.uk/arts-entertainment/obituary-deforest-kelley-1100057.html
3181;1999-06-14;Obituary: J. E. Caerwyn Williams;J. E. Caerwyn Williams;J. E. Caerwyn Williams;https://www.independent.co.uk/arts-entertainment/obituary-j-e-caerwyn-williams-1100058.html
3182;1999-06-15;Obituary: Joan White;Joan White;Joan White;https://www.independent.co.uk/arts-entertainment/obituary-joan-white-1100217.html
3183;1999-06-16;Obituary: Rudi Fehr;Rudi Fehr;Rudi Fehr;https://www.independent.co.uk/arts-entertainment/obituary-rudi-fehr-1100401.html
3184;1999-06-16;Obituary: Margery Westbrook;Margery Westbrook;Margery Westbrook;https://www.independent.co.uk/arts-entertainment/obituary-margery-westbrook-1100399.html
3185;1999-06-17;Obituary: William Hilton;William Hilton;William Hilton;https://www.independent.co.uk/arts-entertainment/obituary-william-hilton-1100554.html
3186;1999-06-18;Obituary: Cardinal Basil Hume;Cardinal Basil Hume;Basil Hume;https://www.independent.co.uk/arts-entertainment/obituary-cardinal-basil-hume-1100741.html
3187;1999-06-18;Obituary: Major V. B. G. Cheesman;Major V. B. G. Cheesman;V. B. G. Cheesman;https://www.independent.co.uk/arts-entertainment/obituary-major-v-b-g-cheesman-1100749.html
3188;1999-06-19;Obituary: Ross Baillie;Ross Baillie;Ross Baillie;https://www.independent.co.uk/arts-entertainment/obituary-ross-baillie-1100944.html
3189;1999-06-19;Obituary: Screaming Lord Sutch;Screaming Lord Sutch;Screaming Lord Sutch;https://www.independent.co.uk/arts-entertainment/obituary-screaming-lord-sutch-1100942.html
3190;1999-06-21;Obituary: Ken Oliver;Ken Oliver;Ken Oliver;https://www.independent.co.uk/arts-entertainment/obituary-ken-oliver-1101516.html
3191;1999-06-21;Obituary: Le Comte de Paris;Le Comte de Paris;Le Comte de Paris;https://www.independent.co.uk/arts-entertainment/obituary-le-comte-de-paris-1101514.html
3192;1999-06-21;Obituary: Professor Philip Thody;Professor Philip Thody;Philip Thody;https://www.independent.co.uk/arts-entertainment/obituary-professor-philip-thody-1101515.html
3193;1999-06-22;Obituary: Mario Soldati;Mario Soldati;Mario Soldati;https://www.independent.co.uk/arts-entertainment/obituary-mario-soldati-1101653.html
3194;1999-06-22;Obituary: Fredda Brilliant;Fredda Brilliant;Fredda Brilliant;https://www.independent.co.uk/arts-entertainment/obituary-fredda-brilliant-1101647.html
3195;1999-06-23;Obituary: Irene Bache;Irene Bache;Irene Bache;https://www.independent.co.uk/arts-entertainment/obituary-irene-bache-1101826.html
3196;1999-06-23;Obituary: David Seidner;David Seidner;David Seidner;https://www.independent.co.uk/arts-entertainment/obituary-david-seidner-1101827.html
3197;1999-06-24;Obituary: Buster Merryfield;Buster Merryfield;Buster Merryfield;https://www.independent.co.uk/arts-entertainment/obituary-buster-merryfield-1102024.html
3198;1999-06-24;Obituary: Sir Alexander Waddell;Sir Alexander Waddell;Alexander Waddell;https://www.independent.co.uk/arts-entertainment/obituary-sir-alexander-waddell-1102040.html
3199;1999-06-24;Obituary: Sonia Chadwick Hawkes;Sonia Chadwick Hawkes;Sonia Chadwick Hawkes;https://www.independent.co.uk/arts-entertainment/obituary-sonia-chadwick-hawkes-1102025.html
3200;1999-06-25;Obituary: W. J. West;W. J. West;W. J. West;https://www.independent.co.uk/arts-entertainment/obituary-w-j-west-1102221.html
3201;1999-06-25;Obituary: Gilles Chatelet;Gilles Chatelet;Gilles Chatelet;https://www.independent.co.uk/arts-entertainment/obituary-gilles-chatelet-1102223.html
3202;1999-06-25;Obituary: Professor Ronald Robinson;Professor Ronald Robinson;Ronald Robinson;https://www.independent.co.uk/arts-entertainment/obituary-professor-ronald-robinson-1102222.html
3203;1999-06-28;Obituary: George Smith;George Smith;George Smith;https://www.independent.co.uk/arts-entertainment/obituary-george-smith-1102968.html
3204;1999-06-28;Obituary: Jon Goodchild;Jon Goodchild;Jon Goodchild;https://www.independent.co.uk/arts-entertainment/obituary-jon-goodchild-1102967.html
3205;1999-06-29;Obituary: Hugh Carter;Hugh Carter;Hugh Carter;https://www.independent.co.uk/arts-entertainment/obituary-hugh-carter-1103127.html
3206;1999-06-29;Obituary: Rebecca Elson;Rebecca Elson;Rebecca Elson;https://www.independent.co.uk/arts-entertainment/obituary-rebecca-elson-1103131.html
3207;1999-06-30;Obituary: Vere Bird;Vere Bird;Vere Bird;https://www.independent.co.uk/arts-entertainment/obituary-vere-bird-1103314.html
3208;1999-06-30;Obituary: Rachel Trickett;Rachel Trickett;Rachel Trickett;https://www.independent.co.uk/arts-entertainment/obituary-rachel-trickett-1103320.html
3209;1999-07-01;Obituary: R.W. Harris;R.W. Harris;R.W. Harris;https://www.independent.co.uk/arts-entertainment/obituary-r-w-harris-1103491.html
3210;1999-07-01;Obituary: Yvonne Kapp;Yvonne Kapp;Yvonne Kapp;Exception
3211;1999-07-01;Obituary: Constance Shacklock;Constance Shacklock;Constance Shacklock;https://www.independent.co.uk/arts-entertainment/obituary-constance-shacklock-1103492.html
3212;1999-07-02;Obituary: Joshua Nkomo;Joshua Nkomo;Joshua Nkomo;https://www.independent.co.uk/arts-entertainment/obituary-joshua-nkomo-1103682.html
3213;1999-07-02;Obituary: Viscount Whitelaw;Viscount Whitelaw;Viscount Whitelaw;https://www.independent.co.uk/arts-entertainment/obituary-viscount-whitelaw-1103681.html
3214;1999-07-03;Obituary: Edward Dmytryk;Edward Dmytryk;Edward Dmytryk;https://www.independent.co.uk/arts-entertainment/obituary-edward-dmytryk-1103882.html
3215;1999-07-07;Obituary: John Monck;John Monck;John Monck;https://www.independent.co.uk/arts-entertainment/obituary-john-monck-1104750.html
3216;1999-07-07;Obituary: James Ottaway;James Ottaway;James Ottaway;https://www.independent.co.uk/arts-entertainment/obituary-james-ottaway-1104743.html
3217;1999-07-08;Obituary: The Earl of Winchilsea and Nottingham;The Earl of Winchilsea and Nottingham;The Earl of Winchilsea and Nottingham;https://www.independent.co.uk/arts-entertainment/obituary-the-earl-of-winchilsea-and-nottingham-1104944.html
3218;1999-07-09;Obituary: Professor Roy Knight;Professor Roy Knight;Roy Knight;https://www.independent.co.uk/arts-entertainment/obituary-professor-roy-knight-1105141.html
3219;1999-07-12;Obituary: Roland Fiddy;Roland Fiddy;Roland Fiddy;https://www.independent.co.uk/arts-entertainment/obituary-roland-fiddy-1105923.html
3220;1999-07-12;Obituary: Harry Douglass;Harry Douglass;Harry Douglass;Exception
3221;1999-07-13;Obituary: Harry Brewster;Harry Brewster;Harry Brewster;https://www.independent.co.uk/arts-entertainment/obituary-harry-brewster-1106081.html
3222;1999-07-15;Obituary: The Rev Professor Jack Plumley;The Rev Professor Jack Plumley;Jack Plumley;https://www.independent.co.uk/arts-entertainment/obituary-the-rev-professor-jack-plumley-1106467.html
3223;1999-07-16;Obituary: Dick Richardson;Dick Richardson;Dick Richardson;https://www.independent.co.uk/arts-entertainment/obituary-dick-richardson-1106623.html
3224;1999-07-16;Obituary: Dame Wendy Mitchell;Dame Wendy Mitchell;Wendy Mitchell;https://www.independent.co.uk/arts-entertainment/obituary-dame-wendy-mitchell-1106622.html
3225;1999-07-17;Obituary: Eric Austen;Eric Austen;Eric Austen;https://www.independent.co.uk/arts-entertainment/obituary-eric-austen-1106837.html
3226;1999-07-17;Obituary: Igor Belsky;Igor Belsky;Igor Belsky;https://www.independent.co.uk/arts-entertainment/obituary-igor-belsky-1106839.html
3227;1999-07-17;Obituary: Edouard Boubat;Edouard Boubat;Edouard Boubat;https://www.independent.co.uk/arts-entertainment/obituary-edouard-boubat-1106838.html
3228;1999-07-19;Obituary: John Stears;John Stears;John Stears;https://www.independent.co.uk/arts-entertainment/obituary-john-stears-1107368.html
3229;1999-07-19;Obituary: Leslie A. Marchand;Leslie A. Marchand;Leslie A. Marchand;https://www.independent.co.uk/arts-entertainment/obituary-leslie-a-marchand-1107367.html
3230;1999-07-20;Obituary: Paul Novak;Paul Novak;Paul Novak;https://www.independent.co.uk/arts-entertainment/obituary-paul-novak-1107530.html
3231;1999-07-20;Obituary: Donal McCann;Donal McCann;Donal McCann;https://www.independent.co.uk/arts-entertainment/obituary-donal-mccann-1107526.html
3232;1999-07-21;Obituary: Anne Woolliams;Anne Woolliams;Anne Woolliams;https://www.independent.co.uk/arts-entertainment/obituary-anne-woolliams-1107698.html
3233;1999-07-22;Obituary: John Glashan;John Glashan;John Glashan;https://www.independent.co.uk/arts-entertainment/obituary-john-glashan-1107883.html
3234;1999-07-22;Obituary: The Right Rev Gordon Roe;The Right Rev Gordon Roe;Gordon Roe;https://www.independent.co.uk/arts-entertainment/obituary-the-right-rev-gordon-roe-1107884.html
3235;1999-07-23;Obituary: Kevin Wilkinson;Kevin Wilkinson;Kevin Wilkinson;https://www.independent.co.uk/arts-entertainment/obituary-kevin-wilkinson-1108063.html
3236;1999-07-23;Obituary: Professor G.D.B. Jones;Professor G.D.B. Jones;G.D.B. Jones;https://www.independent.co.uk/arts-entertainment/obituary-professor-g-d-b-jones-1108052.html
3237;1999-07-26;Obituary: King Palmer;King Palmer;King Palmer;https://www.independent.co.uk/arts-entertainment/obituary-king-palmer-1108782.html
3238;1999-07-26;Obituary: Bertram E. Smythies;Bertram E. Smythies;Bertram E. Smythies;https://www.independent.co.uk/arts-entertainment/obituary-bertram-e-smythies-1108769.html
3239;1999-07-27;Obituary: Donald Stewart;Donald Stewart;Donald Stewart;https://www.independent.co.uk/arts-entertainment/obituary-donald-stewart-1108932.html
3240;1999-07-27;Obituary: Joseph Vandernoot;Joseph Vandernoot;Joseph Vandernoot;https://www.independent.co.uk/arts-entertainment/obituary-joseph-vandernoot-1108925.html
3241;1999-07-28;Obituary: Sir Alex Gordon;Sir Alex Gordon;Alex Gordon;https://www.independent.co.uk/arts-entertainment/obituary-sir-alex-gordon-1109105.html
3242;1999-07-30;Obituary: Dennis Rosen;Dennis Rosen;Dennis Rosen;https://www.independent.co.uk/arts-entertainment/obituary-dennis-rosen-1109458.html
3243;1999-08-03;Obituary: The Right Rev Robert Martineau;The Right Rev Robert Martineau;Robert Martineau;https://www.independent.co.uk/arts-entertainment/obituary-the-right-rev-robert-martineau-1110388.html
3244;1999-08-04;Obituary: Mary Kerridge;Mary Kerridge;Mary Kerridge;https://www.independent.co.uk/arts-entertainment/obituary-mary-kerridge-1110566.html
3245;1999-08-04;Obituary: Geoffrey Nicholson;Geoffrey Nicholson;Geoffrey Nicholson;https://www.independent.co.uk/arts-entertainment/obituary-geoffrey-nicholson-1110565.html
3246;1999-08-05;Obituary: Amaryllis Fleming;Amaryllis Fleming;Amaryllis Fleming;https://www.independent.co.uk/arts-entertainment/obituary-amaryllis-fleming-1110720.html
3247;1999-08-05;Obituary: Everett Greenbaum;Everett Greenbaum;Everett Greenbaum;https://www.independent.co.uk/arts-entertainment/obituary-everett-greenbaum-1110721.html
3248;1999-08-05;Obituary: Professor John Watkins;Professor John Watkins;John Watkins;https://www.independent.co.uk/arts-entertainment/obituary-professor-john-watkins-1110722.html
3249;1999-08-05;Obituary: General Phaedon Gizikis;General Phaedon Gizikis;Phaedon Gizikis;https://www.independent.co.uk/arts-entertainment/obituary-general-phaedon-gizikis-1110723.html
3250;1999-08-06;Obituary: Laurie Scott;Laurie Scott;Laurie Scott;https://www.independent.co.uk/arts-entertainment/obituary-laurie-scott-1110898.html
3251;1999-08-06;Obituary: Malachi Martin;Malachi Martin;Malachi Martin;https://www.independent.co.uk/arts-entertainment/obituary-malachi-martin-1110905.html
3252;1999-08-06;Obituary: Muhammad Hadid;Muhammad Hadid;Muhammad Hadid;https://www.independent.co.uk/arts-entertainment/obituary-muhammad-hadid-1110896.html
3253;1999-08-09;Obituary: Katharine Church;Katharine Church;Katharine Church;https://www.independent.co.uk/arts-entertainment/obituary-katharine-church-1111635.html
3254;1999-08-10;Obituary: Helen Rollason;Helen Rollason;Helen Rollason;https://www.independent.co.uk/arts-entertainment/obituary-helen-rollason-1111811.html
3255;1999-08-11;Obituary: Victor Mature;Victor Mature;Victor Mature;https://www.independent.co.uk/arts-entertainment/obituary-victor-mature-1112009.html
3256;1999-08-11;Obituary: Jennifer Paterson;Jennifer Paterson;Jennifer Paterson;https://www.independent.co.uk/arts-entertainment/obituary-jennifer-paterson-1112008.html
3257;1999-08-12;Obituary: Rod Ansell;Rod Ansell;Rod Ansell;https://www.independent.co.uk/arts-entertainment/obituary-rod-ansell-1112183.html
3258;1999-08-12;Obituary: David Munro;David Munro;David Munro;https://www.independent.co.uk/arts-entertainment/obituary-david-munro-1112186.html
